TraceView Name:,Technical Requirements,,,,,,
,,,,,,,
Source,,,,1 Level Downstream,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1651,1075 Test Cancel tests on vision error 5905,"Provide missing error handling for the Vision analysis errors PlateIndexError (-5904)


  


 Error Configuration


  


      


  


 Log Verification


  


  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-81,Fix defect when date is manually changed to prior than current date,Shall fix defect that stop ability to load cassettes when date is manually changed to be prior to current date,,,,
Technical Requirement,GDP-GDSTR-82,Fix defect preventing 12 character Lot/Batch entry,"Shall fix ""Print Worklist"" defect preventing 12 character Lot/Batch entry.",,,,
Technical Requirement,GDP-GDSTR-83,Increase Serial Incubation limit,Shall improve the current estimated 113 cassettes Serial Incubation limit to 165 cassettes. (Achieved via turning off reserving slots).,,,,
Technical Requirement,GDP-GDSTR-84,Transfer files to Bridge Computer via socket connection,"To avoid issues managing network permissions (user, shared drive), files shall be transferred to Bridge Computer via socket connection.  System shall warn customer when Bridge Computer can't move files (database backups, LIMS results) to the customer network location",,,,
Technical Requirement,GDP-GDSTR-85,"Rename ""Reserve"" slots to ""System"" slots","Shall rename ""Reserve"" slots to ""System"" slots. Reason for change",,,,
Technical Requirement,GDP-GDSTR-87,Fix defect with barcode causing repeated imager identification of previously unloaded cassettes,Shall fix defect resulting from embedded Cassette ID (Sample ID & LIMS) barcode that results in previously unloaded cassette to be repeatedly brought to Imager for identification.,,,,
Technical Requirement,GDP-GDSTR-88,Prevent System Archive failure from violation of primary key constraint 'PKcassette',System Archive shall not fail due to exception violation of primary key constraint 'PKcassette' because it cannot insert duplicate key,,,,
Technical Requirement,GDP-GDSTR-89,LIMS can request previous LIMS results by LIMS ID,LIMS system shall have ability to request previous LIMS results using an LIMS ID.,,,,
Technical Requirement,GDP-GDSTR-90,Remove all leading and trailing System SN whitespace,"In order to prevent errors entering System SN, system shall remove all leading/trailing whitespace characters.",,,,
Technical Requirement,GDP-GDSTR-91,Remove all leading and trailing Asset Tag whitespace,"In order to prevent errors entering Asset Tag, system shall remove all leading/trailing whitespace characters.",,,,
Technical Requirement,GDP-GDSTR-92,Enter distance scan range with equal start and end dates,"While performing a ""Manually Calibration"", shall have the ability to enter distance scan range (where start equals end) that results in only a single distance scan being performed.",,,,
Technical Requirement,GDP-GDSTR-93,"Fix defect with ""Database Update Script""","Shall correct ""Database Update Script"" defect that result in 'NULL' values within the ""UserRole"" record.",,,,
Technical Requirement,GDP-GDSTR-94,"Attempt second contact with Vision Server before entering ""Vision Fatal"" state","To avoid false reported ""Vision Fatal"", system shall attempt second attempt to contact Vision Server before changing to ""Vision Fatal"" state.",Verification,GDP-Verfication-1652,Overview 1089 Cancel tests on vision errors,"To avoid false reported “Vision Fatal”, shall attempt second attempt to contact Vision Server before changing to “Vision Fatal” state (See CS 9229, 9230)"
Technical Requirement,GDP-GDSTR-94,"Attempt second contact with Vision Server before entering ""Vision Fatal"" state","To avoid false reported ""Vision Fatal"", system shall attempt second attempt to contact Vision Server before changing to ""Vision Fatal"" state.",Verification,GDP-Verfication-1653,1089 Test two attempts to contact Vision Server before changing to “Vision Fatal” state ,"To avoid false reported “Vision Fatal”, shall attempt second attempt to contact Vision Server before changing to “Vision Fatal” state (See CS 9229, 9230)


  


 Manual Order Test Screen


  


  


  


 Test Panel display


  


  


  


 GD Simulator Screen with the Vision Server Stopped


  


  


  


 Log messages for verification


  


  


 Logs "
Technical Requirement,GDP-GDSTR-95,Prevent duplicate barcode label being printed,Shall corrected extra duplicate barcode label is printed. (Results in a duplicate Sample ID error while loading cassettes due to extra label being applied to a cassette.,,,,
Technical Requirement,GDP-GDSTR-96,Ensure connection to Bridge Computer is not present before connecting,Shall add code to ensure that any previous connection to Bridge Computer shall be disconnected before establishing new connection.,Verification,GDP-Verfication-1552,Overview,Bridge Computer connection stability
Technical Requirement,GDP-GDSTR-96,Ensure connection to Bridge Computer is not present before connecting,Shall add code to ensure that any previous connection to Bridge Computer shall be disconnected before establishing new connection.,Verification,GDP-Verfication-1495,Test network connection between Bridge and GrowthDirect connection,"This test case is to test that Bridge and GrowthDirect always have a single connection 


  


  Setup and Configuration steps: 


 1. Bridge and GrowthDirect system server are connected with cross over network cable (yellow cable)


 2. GrowthDirect System server, in General Settings, Bridge computer is checked


 3. Home page, System Status has GreenCheck


 4. Print out a few Barcode labels  "
Technical Requirement,GDP-GDSTR-96,Ensure connection to Bridge Computer is not present before connecting,Shall add code to ensure that any previous connection to Bridge Computer shall be disconnected before establishing new connection.,Verification,GDP-Verfication-1496,Test Bridge connection Loss and re-connection after 30 mins,"This test case is to test that connection loss and re connection between Bridge and GrowthDirect after 30 mins


  


  Setup and Configuration Steps: 


 1. Bridge and GrowthDirect system server are connected with cross over network cable (yellow cable)


 2. GrowthDirect System server, in General Settings, Bridge computer is checked


 3. Home page, System Status has GreenCheck


 4. Print out a few Barcode labels  


  "
Technical Requirement,GDP-GDSTR-96,Ensure connection to Bridge Computer is not present before connecting,Shall add code to ensure that any previous connection to Bridge Computer shall be disconnected before establishing new connection.,Verification,GDP-Verfication-1497,Test Bridge multiple connection Loss and re-connections ,"This test case is to test that Bridge multiple connection loss and re connections 


  


 Setup and Configuration steps:


 1. Bridge and GrowthDirect system server are connected with cross over network cable (yellow cable)


 2. GrowthDirect System server, in General Settings, Bridge computer is checked


 3. Home page, System Status has GreenCheck


 4. Print out a few Barcode labels  "
Technical Requirement,GDP-GDSTR-96,Ensure connection to Bridge Computer is not present before connecting,Shall add code to ensure that any previous connection to Bridge Computer shall be disconnected before establishing new connection.,Verification,GDP-Verfication-1645,1091 Test for TCP socket connection usage,"Previous connection to Bridge Computer shall be disconnected before establishing new connection.   


  


  Notes: 


  


   1. This test requires access to the command prompt on the growth direct.  


   2. The command netstart will be used to display the tcp connections  


  


  


 Technicians Page


  


  


   Example netstat command with bridge computer connection highlighted  


  


  "
Technical Requirement,GDP-GDSTR-98,View test results by LIMS ID,Shall add ability to view test results by LIMS ID.,,,,
Technical Requirement,GDP-GDSTR-99,View test results by cassette Serial Number,Shall add ability to view test results by cassette Serial Number.,,,,
Technical Requirement,GDP-GDSTR-100,"Remove -6175 as a ""Contact Service"" warning","System shall not report -6175 as a ""Contact Service"" warning.",,,,
Technical Requirement,GDP-GDSTR-102,Increase Business Loop log warning interval,"In order to avoid false log errors, The Business Loop log interval warning interval shall be increased to 10 seconds.",,,,
Technical Requirement,GDP-GDSTR-103,Remove false exceptions by entering Log Viewer Tool,"Remove false exception log errors, caused by entering Log Viewer Tool.",,,,
Technical Requirement,GDP-GDSTR-104,Validate user date range input,"When searching for Audit reports, System shall correctly validate user date range input.",,,,
Technical Requirement,GDP-GDSTR-105,"Improve performance of UI in ""General Settings""","Shall correct issue where UI appears sluggish in ""General Settings"" due to system testing for local printers",,,,
Technical Requirement,GDP-GDSTR-107,Fix defect to continue to image on Vision errors when option selected,System is not continuing imaging on Vision errors (when continue to image on error option is on),Verification,GDP-Verfication-1660,1102 Setup Cassette continue processing on error,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 Setup screen:


  


  "
Technical Requirement,GDP-GDSTR-107,Fix defect to continue to image on Vision errors when option selected,System is not continuing imaging on Vision errors (when continue to image on error option is on),Verification,GDP-Verfication-1663,1102 Cassette continue processing cassette on error when set,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 The test requires at lease 1 non-error cassette


  


 Preconditions:


    test cases GDP-Verfication-1631  and GDP-Verfication-1660 must be run first.   


  


  


   Technician Manual Test Screen:  


      


  


  


  "
Technical Requirement,GDP-GDSTR-107,Fix defect to continue to image on Vision errors when option selected,System is not continuing imaging on Vision errors (when continue to image on error option is on),Verification,GDP-Verfication-1664,1102 Overview Continue to process cassettes with a vision error when set,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 Preconditions:


    test case GDP-Verfication-1631 must be run first.   


  


 The test requires at lease 1 error cassette   that will always fail.  


  


   Suggest test cassette, empty EV cassette with sticky note places such as a few of the red dots are covered.  


  


  


  


  "
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1571,Test adding USB Barcode printer,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


  


 Setup and Configuration Steps:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working"
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1572,Test printing 20 Sample labels to USB Barcode printer ,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


 Setup and Configuration Steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


  "
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1573,Test printing 20 LIMS labels to USB Barcode printer,"This test case is to test printing to USB Barcode printer


  


  


 Setup and configuration steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test"""
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1574,Test adding multiple Network EOS1/300 Network printers,"This test case is to test adding multiple printers


  


  


 Setup and Configuration steps:


 On Bridge


 1. Identify and locate three  EOS1/300 Network printers; Printer 1: 10.0.0.85, Printer 2: 10.0.0.90, Printer 3: 10.0.0.219, Printer 4: 10.0.0.221


 2. All above Cab EOS1/300 Barcode Printers are connected to Corporate Network

3. You can ping all EOS1/300 Barcode printer from GrowthDirect System server


  


 The following screenshot is for reference"
Technical Requirement,GDP-GDSTR-109,"Fix defect when acknowledging mulitiple ""System Errors""","Shall fix defect that results in exception and crash when acknowledging multiples: ""System Errors""",,,,
Technical Requirement,GDP-GDSTR-110,Fix defect when saving blank printer name,Shall fix defect that results in crash when saving with blank printer name.,,,,
Technical Requirement,GDP-GDSTR-111,Display correct security messages for Send Systems Logs role,"Shall update the ""Copy and Email"" dialog box displays to display the correct security messages for the Send System Logs role.",,,,
Technical Requirement,GDP-GDSTR-113,Provide option to cancel printing LIMS labels,System shall provide option to cancel printing LIMS labels,,,,
Technical Requirement,GDP-GDSTR-114,Fix defect preventing users without Admin rights to email system logs,Shall correct defect that prevents user without Administration privileges emailing system logs.,,,,
Technical Requirement,GDP-GDSTR-115,Provide additional exception stack information on crash,System shall provide additional exception stack information for diagnosing crashes.,,,,
Technical Requirement,GDP-GDSTR-116,"Issue Precise ""Status"" request and log response prior to issuging HOME","To help hardware diagnostics, System shall issue Precise ""Status"" request and log the response prior to issuing HOME commands.",,,,
Technical Requirement,GDP-GDSTR-117,Copy archive files to Bridge Computer on demand and as scheduled,"With Bridge Computer enabled, System shall correctly copy Archive files to Bridge Computer during both normal scheduled archives and when ""Archive Now"" button is pressed.",,,,
Technical Requirement,GDP-GDSTR-118,"View ""Cassette Details"" page when double clicking a cassette from ""Home"" page","User shall have the ability to directly go to ""Cassette Details"" page by double clicking on a cassette from ""Home"" page.",,,,
Technical Requirement,GDP-GDSTR-122,Move log files from Vision Server to the RMS Agent upload directory,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")",Verification,GDP-Verfication-1665,SRD 7000 Overview GrowthDirect move log files from Vision Server to the RMS Agent upload directory,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")


  


 Preconditions:


   RMS Agent is configured and operational  


  


  "
Technical Requirement,GDP-GDSTR-122,Move log files from Vision Server to the RMS Agent upload directory,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")",Verification,GDP-Verfication-1666,SRD 7000 Confirm Setup of RMS,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")


  


 RMS Setup screen:


  


        


 RMS comfig file location


        


 RMS settings of interest


        


  


 RMS remote location:


        


  


  


  "
Technical Requirement,GDP-GDSTR-122,Move log files from Vision Server to the RMS Agent upload directory,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")",Verification,GDP-Verfication-1667,SRD 7000 Vision Server to the RMS Agent upload directory Operation,"GrowthDirect System shall move log files from Vision Server to the RMS Agent upload directory (""C:\\RemoteAgent\\Uploads"")


  


 Precondition:


  GDP-Verfication-1666  


  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-123,Fix defect causing violation of primary key constraint 'PK Users' on archive,Shall correct issue that results Violation of PRIMARY KEY constraint 'PK_Users' when archiving,,,,
Technical Requirement,GDP-GDSTR-101,"Technician access to SMTP ""Test Page""","Technician shall have ability to access SMTP ""Test Page"" functionality.",Verification,GDP-Verfication-1633,1096 Overview,Technician to have ability to access SMTP “Test Page” functionality for the technician page.
Technical Requirement,GDP-GDSTR-101,"Technician access to SMTP ""Test Page""","Technician shall have ability to access SMTP ""Test Page"" functionality.",Verification,GDP-Verfication-1636,SRD 1096 SMTP Server Test screen,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration for SMTP server.  


  


      


  


  


 Technician Page


  


  


 Create Email tab


  


  


 Send Email tab


    


  "
Technical Requirement,GDP-GDSTR-101,"Technician access to SMTP ""Test Page""","Technician shall have ability to access SMTP ""Test Page"" functionality.",Verification,GDP-Verfication-1637, SRD 1096 SMTP Server Test operation,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration for SMTP server.  


  


      


  


  


 Technician Page


  


  


 Create Email tab


  


  


 Send Email tab


    


  


 Send tab"
Technical Requirement,GDP-GDSTR-124,Fix defect with LIMS label ID causing repeated imager identification,Shall correct situation where a cassette with embedded ID within LIMS labels is repeatedly returned to Imager for identification. ,,,,
Technical Requirement,GDP-GDSTR-125,Vision parameters Record-Recall,"The System shall have provisions to record and recall vision parameters of 4 different cassette types for Calibration, Environmental, Filtration, and Sterility on the Vision Calibration Page.",Technical Requirement,GDP-GDSTR-19,Improved vision calibration workflow,System shall have improved camera vision calibration/setup screen
Technical Requirement,GDP-GDSTR-126,Vision Cal Image store,The 3 images from the Vision Calibration shall be captured and stored on the vision server for future reference.,Technical Requirement,GDP-GDSTR-19,Improved vision calibration workflow,System shall have improved camera vision calibration/setup screen
Technical Requirement,GDP-GDSTR-127,Vision Cal Verify,"Pressing ""Verify"" on the Vision Calibration Page shall simulate an image cycle during routine use, including (but not limited to) scanning the cassette at distance scan height, moving to the focal point (minus scan delta), and acquiring the 3 z-positions.",Technical Requirement,GDP-GDSTR-19,Improved vision calibration workflow,System shall have improved camera vision calibration/setup screen
Folder,GDP-FLD-121,Bridge Computer,,,,,
Technical Requirement,GDP-GDSTR-119,Bridge Computer assumes all printing functionality,Bridge Computer shall assume all printing (reports/barcode) functionality from GrowthDirect System.,,,,
Technical Requirement,GDP-GDSTR-120,Bridge Computer to pass e-mails to Customer's SMTP server ,Bridge Computer shall have ability to pass email from GrowthDirect System directly to Customer's SMTP server (instead of  Bridge Computer SMTP server),,,,
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1624,SRD 6002 Overview," Bridge Computer to actively test customer network locations for loss of connectivity.    


			  


			    Locations to test   


			    a)  database backup path   


			    b)  LIMS data share paths"
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1625,Network share setup,"Preconfiguration Bridge Computer and corporate network


 

SRD0022 Ref 6002 Network setup Bridge and Corporate network


  


 1. Identify the test user for the corporate side test

2. On corporate side of Bridge configure 2 shares

    a. Read/Write to the test user in step 1

    b. Read Only to the test user in step 1

3. In the Read Only share from step 2 (add the file using a user other than the user from step 1)


  


 Growth Direct 


 In general setting enable the bridge computer and Save the setting. If the error ""Failed to connect to the Bridge Computer. Please check the network cable and confirm if the Bridge computer is started."" is shown double check the wiring of the bridge computer to the Growth Direct. See WI0118.


  


  


  


  


  


 

 "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1626,GD archive database setup,"Preconfiguration Growth Direct DB archive to corporate network test


  


  DO NOT RUN THIS ON AN INSTRUMENT  


  THIS IS A SIMULATOR TEST ONLY. 


 

SRD0022 Ref 6002 Archive Database setup


  


 1. Use unit 33's database \\\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD_1004_TFS_3585 FR Reports need be run against an Archive Database\Test Data\Databases for testing

2. Use simulator and Unit 33's database

3. Delete current GrowthDirect and Archive Database

4.  Unplug network cable from your simulator machine so system will not send out notification email for this simulator. 

5. Restore Unit33's database

6. Launch GrowthDirect, open user role, modify operator (add more role for example) and save it


 7. Remove the System Email Recipient from the IT Setting on the Growth Direct and save it.


 8. Restore the network cable unplugged in step 4."
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1627,Network share DB backup to corporate server,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1628,Network share DB backup to corporate server - Network down,"Negative test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is interupted then restored.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1629,Network share DB backup to corporate server - share marked read-only,"Negative test case for SRD 0022 Item 6002. This tests demonstrates that the feature handles errors writing to the network share.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1630,LIMS Setup,"Preconfiguration LIMS shares on corporate network and configure LIMS in Growth Direct


 

SRD0022 Ref 6002 Corporate network LIMS setup and 


  


 1. Identify the test user for the corporate side test

2. On corporate side of Bridge configure 3 shares for LIMS, these will mirror the setup on the bridge computer these shares must be set read/write to everyone and the root directory LIMS must be shared.

    a. \\{server}\{server path}\LIMS\Receipts

    b. \\{server}\{server path}\LIMS\Requests


     c.\\{server}\{server path}\ LIMS\Results


  


 Growth Direct LIMS setup


 1. LIMS must be turned on for this test. See WI0066 for instructions on how to turn on LIMS.


 2. Select LIMS from the main menu


  


  


  


  


 3. From the LIMS menu select LIMS result file


  


  


  


 4. In the Select the LIMS test results fields to Export select the Check option to select everything then Save the setting.


  


  

 


 5. Update the LIMS settings with all options selected, network location and domain user to access the shares then select update and save the settings


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1631,LIMS Sample ID setup,"Configuration LIMS Sample ID setup


  


 1. Create a Method 


  


  


 2. Configure an Action Alert Level


  


  


 

3. Configure a Handling Rule


  


 4. Configure Samples


  5. Configure the Work List


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1632,Network share LIMS Operation to corporate server,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1638,Network share LIMS Operation to corporate server Network Down,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-112,Bridge Computer logs exceptions due to incoming message,Bridge Computer shall log any exceptions due to processing incoming GrowthDirect message.,,,,
Folder,GDP-FLD-122,RMS,,,,,
Technical Requirement,GDP-GDSTR-21,RMS dashboard agent ID,The RMS dashboard Audit Trail shall contain an ID identifying agent making changes.,,,,
Technical Requirement,GDP-GDSTR-128,Display Interim Counts,The System Software shall display Interim Count data while a cassette is actively being processed.,,,,
Technical Requirement,GDP-GDSTR-129,Display Completed Counts,The System Software shall display Completed Count data when a cassette processing has completed.,,,,
Technical Requirement,GDP-GDSTR-130,Unlock designated carousel door,"The System Software shall unlock a designated carousel door, on demand, if doing so will not cause a safety hazard or an operational risk.",,,,
Technical Requirement,GDP-GDSTR-131,"Synchronize methods, handling rules, and action/alert levels in a cluster","The System shall synchronize methods, handling rules, and action/alert levels among all individual instruments within a cluster.",,,,
Technical Requirement,GDP-GDSTR-132,Configurable time period for forecasting available slots,"The System Software shall provide a user configurable parameter to specify the time period, in increments of an hour, for forecasting how many incubator cassette slots will become newly available, with default 1 hour and maximum 999 hours.",Verification,GDP-Verfication-1695,GDP-PREQ-174 Cluster Status Dashboard contents,"Status of Dashboard cluster Jama PRD GDP-PREQ-173 TFS-3787


  


    Cluster enable   


        


  


    Cluster Dash board in Main menu   


        


    Cluster Dashboard screen   


        


  


  "
Technical Requirement,GDP-GDSTR-132,Configurable time period for forecasting available slots,"The System Software shall provide a user configurable parameter to specify the time period, in increments of an hour, for forecasting how many incubator cassette slots will become newly available, with default 1 hour and maximum 999 hours.",Verification,GDP-Verfication-1697,GDP-PREQ-174 Cluster status Dash Board System number,"Status of Dashboard cluster Jama PRD GDP-PREQ-173 TFS-3787


  


    Cluster enable   


        


  


    Cluster Dash board in Main menu   


        


    Cluster Dashboard screen   


        


  


 Asset Tag setting


  


  


  "
Technical Requirement,GDP-GDSTR-132,Configurable time period for forecasting available slots,"The System Software shall provide a user configurable parameter to specify the time period, in increments of an hour, for forecasting how many incubator cassette slots will become newly available, with default 1 hour and maximum 999 hours.",Verification,GDP-Verfication-1698,GDP-PREQ-174 Cluster status Dash Board Location,"Status of Dashboard cluster Jama PRD GDP-PREQ-173 TFS-3787


  


    Cluster enable   


        


  


    Cluster Dash board in Main menu   


        


    Cluster Dashboard screen   


        


   Location Setting in General Settings  


  


  "
Technical Requirement,GDP-GDSTR-132,Configurable time period for forecasting available slots,"The System Software shall provide a user configurable parameter to specify the time period, in increments of an hour, for forecasting how many incubator cassette slots will become newly available, with default 1 hour and maximum 999 hours.",Verification,GDP-Verfication-1699,GDP-PREQ-174 Cluster status Dash Board Free,"Status of Dashboard cluster Jama PRD GDP-PREQ-173 TFS-3787


  


    Cluster enable   


        


  


    Cluster Dash board in Main menu   


        


    Cluster Dashboard screen   


        


  


 Incubator count


  


  "
Technical Requirement,GDP-GDSTR-133,Available Slot Time Period parameter default,The System Software shall set the default value for the Available Slot Time Reporting Period parameter to 1 hour,,,,
Technical Requirement,GDP-GDSTR-134,Identification of physical location,The System Software shall provide a means to identify the physical location of the System,Verification,GDP-Verfication-1698,GDP-PREQ-174 Cluster status Dash Board Location,"Status of Dashboard cluster Jama PRD GDP-PREQ-173 TFS-3787


  


    Cluster enable   


        


  


    Cluster Dash board in Main menu   


        


    Cluster Dashboard screen   


        


   Location Setting in General Settings  


  


  "
Technical Requirement,GDP-GDSTR-135,Save selected report items as individual PDF,The System Software shall save each selected report item as an individual PDF file.,,,,
Technical Requirement,GDP-GDSTR-136,Print selected report items as an individual document,The System Software shall print each selected report item as an individual document.,,,,
Technical Requirement,GDP-GDSTR-137,Disable AAL edit with note when created via LIMS order,"The System Software shall remove the ability to edit Action Alert Levels, with associated informative note to user, for those created as the result of the LIMS order request.",,,,
Technical Requirement,GDP-GDSTR-138,"Overwrite default methods, handling rules, and Action Alert Levels.","The System Software shall allow default methods, handling rules, and Action Alert Levels to be overwritten.",,,,
Technical Requirement,GDP-GDSTR-139,Graphically represent available cassette capacity,The System Software shall graphically represent the available cassette capacity relative to the maximum loadable system cassette capacity,,,,
