TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1564,Test Login in Printer Settings page with a valid password,"This test is to test Security of Printer setting page


  


 Setup and Configuration Steps:


 Ensure that ""Allow Blank User name and Password"" is  not checked ask SQA personnel if need help"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1565,Test Login in Printer Settings page with a invalid password,This test is to test Security of Printer setting page
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1568,Test Audit Report for printer setting login,"This test is to test Security of Printer setting page


  


  


 Setup and Configuration steps:


  Ensure that ""Allow Blank User name and Password"" is not checked ask SQA personnel if need help"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1566,Test adding a Network Barcode printer," 


  


 Setup and Configuration:


 1. Cab EOS1/300 Barcode Printer is connected to Corporate Network

2. You can print the EOS1/300 Barcode printer from GrowthDirect System server"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1693,SRD1018 Network Barcode printer default port," 


  


 Setup and Configuration:


 1. Cab EOS1/300 Barcode Printer is connected to Corporate Network

2. You can print the EOS1/300 Barcode printer from GrowthDirect System server"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1567,Test editing existing Printer Name field,"This test case is to test update of Printer name field 


  


  


 Setup and Configuration steps:


 1. Cab EOS1/300 Barcode Printer is connected to Corporate Network

2. You can print the EOS1/300 Barcode printer from GrowthDirect System server


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1580,Test Printer Name field length,This test case is to test update of Printer name field 
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1569,Test printing Sample labels to Network Barcode printer,"This test case is to test printing


  


  


  


 Setup and Configuration Steps:


 1. Create method name it M1, Action/Aler name it as A1, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test"""
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1570,Test printing LIMS labels to Network Barcode printer,"This test case is to test printing 


  


  


  Setup and Configuration steps: 


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


 3. On Bridge, Launch LIMS simulator


 4. Create 20 LIMS order and let system consumes request file"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1571,Test adding USB Barcode printer,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


  


 Setup and Configuration Steps:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working"
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1571,Test adding USB Barcode printer,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


  


 Setup and Configuration Steps:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1572,Test printing 20 Sample labels to USB Barcode printer ,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


 Setup and Configuration Steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


  "
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1572,Test printing 20 Sample labels to USB Barcode printer ,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


 Setup and Configuration Steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1583,Test printing 100 Sample labels to USB Barcode printer ,"This test case is to test adding USB Cab EOS1/300 Printer driver


  


 Setup and Configuration Steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1573,Test printing 20 LIMS labels to USB Barcode printer,"This test case is to test printing to USB Barcode printer


  


  


 Setup and configuration steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test"""
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1573,Test printing 20 LIMS labels to USB Barcode printer,"This test case is to test printing to USB Barcode printer


  


  


 Setup and configuration steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test"""
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1574,Test adding multiple Network EOS1/300 Network printers,"This test case is to test adding multiple printers


  


  


 Setup and Configuration steps:


 On Bridge


 1. Identify and locate three  EOS1/300 Network printers; Printer 1: 10.0.0.85, Printer 2: 10.0.0.90, Printer 3: 10.0.0.219, Printer 4: 10.0.0.221


 2. All above Cab EOS1/300 Barcode Printers are connected to Corporate Network

3. You can ping all EOS1/300 Barcode printer from GrowthDirect System server


  


 The following screenshot is for reference"
Technical Requirement,GDP-GDSTR-108,Fix defect preventing printing to EOS1 printer,Shall fix issue preventing printing to EOS1 printer via USB.,Verification,GDP-Verfication-1574,Test adding multiple Network EOS1/300 Network printers,"This test case is to test adding multiple printers


  


  


 Setup and Configuration steps:


 On Bridge


 1. Identify and locate three  EOS1/300 Network printers; Printer 1: 10.0.0.85, Printer 2: 10.0.0.90, Printer 3: 10.0.0.219, Printer 4: 10.0.0.221


 2. All above Cab EOS1/300 Barcode Printers are connected to Corporate Network

3. You can ping all EOS1/300 Barcode printer from GrowthDirect System server


  


 The following screenshot is for reference"
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1576,Test printing 20 Sample labels to Multiple Network Barcode printers,"This test case is to test printing 


  


 Setup and Configuration Steps:


 On Bridge


 1. Identify and locate three  EOS1/300 Network printers; Printer 1: 10.0.0.85, Printer 2: 10.0.0.90, Printer 3: 10.0.0.219, Printer 4: 10.0.0.221


 2. All above Cab EOS1/300 Barcode Printers are connected to Corporate Network

3. You can ping all EOS1/300 Barcode printer from GrowthDirect System server


  


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1587,Test printing 200 Sample labels to Multiple Network Barcode printers,"This test case is to test printing 


  


 Setup and Configuration Steps:


 On Bridge


 1. Identify and locate three  EOS1/300 Network printers; Printer 1: 10.0.0.85, Printer 2: 10.0.0.90, Printer 3: 10.0.0.219, Printer 4: 10.0.0.221


 2. All above Cab EOS1/300 Barcode Printers are connected to Corporate Network

3. You can ping all EOS1/300 Barcode printer from GrowthDirect System server


  


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1577,Test printing 20 LIMS labels to Multiple Network Barcode printers,"This test case is to test multiple Network Barcode printers


  


 Setup and Configuration steps:


 On GrowthDirect System


 1. Identify a few network barcode printers 


 2. Printer Settings, add those network barcode printers 


 3. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

 


  


 On Bridge


 1.  Make sure that at least 3 network barcode printer are available for testing


 2. LIMS simulator is available 


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1588,Test printing 200 LIMS labels to Multiple Network Barcode printers,"This test case is to test multiple Network Barcode printers


  


 Setup and Configuration steps:


 On GrowthDirect System


 1. Identify a few network barcode printers 


 2. Printer Settings, add those network barcode printers 


 3. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

 


  


 On Bridge


 1.  Make sure that at least 3 network barcode printer are available for testing


 2. LIMS simulator is available 


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1589,Test adding a document printer,"This test case is to test adding a document printer


  


 Setup and Configuration steps: 


 On Bridge:


 1. Go to Control Panel, click Devices and Printers, click ""Add a printer"" , Select Network Wireless or Bluetooth Printers, click Next button


 2. Select  ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"", click next button and finish it up


 3. Ensure that ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"" is available in Devices and Printers


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1590,Test printing Test report to a document printer,"This test case is to test adding a document printer


  


 Setup and Configuration steps: if printer is alreadyy configured, skip this Setup steps


 On Bridge:


 1. Go to Control Panel, click Devices and Printers, click ""Add a printer"" , Select Network Wireless or Bluetooth Printers, click Next button


 2. Select  ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"", click next button and finish it up


 3. Ensure that ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"" is available in Devices and Printers


  


  


 GrowthDirect:


 Select Printer drop-down dialog box


  


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1591,Test printing Audit Report to a document printer,"This test case is to test adding a document printer


  


 Setup and Configuration steps: if printer is alreadyy configured, skip this Setup steps


 On Bridge:


 1. Go to Control Panel, click Devices and Printers, click ""Add a printer"" , Select Network Wireless or Bluetooth Printers, click Next button


 2. Select  ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"", click next button and finish it up


 3. Ensure that ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"" is available in Devices and Printers


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1592,Test printing Custom Report to a document printer,"This test case is to test adding a document printer


  


 Setup and Configuration steps: if printer is already configured, skip this Setup steps


 On Bridge:


 1. Go to Control Panel, click Devices and Printers, click ""Add a printer"" , Select Network Wireless or Bluetooth Printers, click Next button


 2. Select  ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"", click next button and finish it up


 3. Ensure that ""HP Color LaserJet CP5220 Series PCL6 on 10.0.0.10"" is available in Devices and Printers


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1593,Test Printer-off line BUI display when USB Barcode printer connection is lost,"This test case is to Printer-offline display when USB barcode printer connection is lost


  


  


 Setup and configuration steps: skip these steps if it is already done. 


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


 3. Launch LIMS simulator "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1595,Test Printer offline BUI display when Network Barcode printer connection is lost,"This test case is to Printer-offline display when USB barcode printer connection is lost


  


  


 Setup and configuration steps: skip these steps if it is already done. 


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


 3. Launch LIMS simulator "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1594,Test printer can print again right after USB connection is reestablished,"This test case is to the printer can print again right after USB connection is reestablished


  


  


 Setup and configuration steps: skip these steps if it is already done. 


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test""


 3. Launch LIMS simulator "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1600,Test Multiple GrowthDirect system  can print to the same Network Barcode printer,"This test case is to test multiple GrowthDirect system can print to the same Network Barcode printers


  


 Setup and Configuration steps:


  On GrowthDirect System 1 


 1. Identify a few network barcode printers 


 2. Printer Settings, add those network barcode printers 


 3. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1


  


  On Bridge 1 


 1. LIMS simulator is available 


  


  On GrowthDirect System 2 


 1. Identify a few network barcode printers 


 2. Printer Settings, add those network barcode printers 


 3. Create method name it M2, Action/Aler name it as A2, Handling Rule name it as H2, SampleID name it as S2


  


  On Bridge2 


 1. LIMS simulator is available 


  


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1456,Test 0047 Printing over to Network Barcode Printer - Same LIMS labels and same Sample labels,"This adhoc test case is to test printing with a network Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1454,Test 0046 Printing over to Network Barcode Printer  - Sample ID labels ,"This adhoc test case is to test printing with a network Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1460,Test 0048 Printing over to Network Barcode Printer - a LIMS label with Different Sample ID Labels,"This adhoc test case is to test printing with a network Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1457,Test 0050 Printing over to USB Barcode printer - Same LIMS labels with same Sample labels,"This adhoc test case is to test printing with a network Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1461,Test 0051 Printing over to USB Barcode printer - Sample LIMS label with Different Sample labels,"This adhoc test case is to test printing with a network Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1455,Test 0049 Printing  over to USB Barcode printer  - Sample ID labels ,"This adhoc test case is to test printing with a USB Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1458,Test 0052 Printing over to network paper printer  - Test Report,"This adhoc test case is to test printing with a USB Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1462,Test 0053 Printing over to network paper printer  - Test Report,"This adhoc test case is to test printing with a USB Barcode printer


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1459,Test 0054 Backing up the Database to Bridge,"This adhoc test case is to test Backing up the Database to Bridge


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1691,SRD1018 Bridge computer setting in General Settings,"Test case to cover the bridge setting in the General Setting Tab


  


 General Settings Tab:


  


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1692,SRD1018 Refresh of Shared Printers from Bridge Computer,"Test case to cover the bridge setting in the General Setting Tab


  


 General Settings Tab:


  


  


  


 Printer Setting Page


  


 

 


  "
Technical Requirement,GDP-GDSTR-23,Offload print to Bridge Computer,System shall offload print (reports/barcode) functionality to Bridge computer.,Verification,GDP-Verfication-1584,Test printing 200 LIMS labels to USB Barcode printer,"This test case is to test printing to USB Barcode printer


  


  


 Setup and configuration steps:


 On Bridge:


 On Bridge computer


 1. Install USB Cab EOS1/300 Printer driver


 2. Connect USB USB Cab EOS1/300 Printer driver to bridge with USB cable (do not connect Network cable) 


 3. Verify that USB Cab EOS1/300 Printer driver is working


  


 On GrowthDirect System


 1. Create method name it M1, Action/Aler name it as A1t, Handling Rule name it as H1, SampleID name it as S1

2. Create a WorkList with M1, A1, and H1. then name it as ""Worklist Test"""
,,,,Folder,GDP-FLD-168,SRD 1090 Duplicate Sample “error” on loading is due to cassette labels incorrectly containing same Cassette ID," 


 In response to SRD 1090 and TFS 3716 - the design team indicates two fixes made to address this issue.  Refer to TFS for details on the changes.


  


 The steps to reproduce are detailed in the TFS.  The test follows those steps closely.


  


 Screenshots and logfiles from this re-run are saved


 Logs from this run:   \\10.0.0.48\sqa\Users\Hoang\E5194\Hoang_Duplicate\


 Original logs:            \\10.0.0.48\sqa\Users\Hoang\E5194\Hoang_Duplicate_Winsor_rerun_180426\


  


 Steps to reproduce are described as:


  


 EOS1/300 Barcode printer is configured over network  


 1. Created method Teva


 2.Create Sample ""High CFU"" and Sample ""Low CFU"" and add ""Teva"" method


 3. Create a Worklist as Teva.1 and add High CFU and Low CFU Sample


 4. Print   Name: Teva.1 Lot/batch: 400MS_BSH   Start:1  End: 4


 5. Print   Name: Teva.1 Lot/batch: 800MS_BSH   Start:1  End: 4


 6. Load those cassettes and will see   the first cassette gets cancelled due to duplicate


  


  "
,,,,Verification,GDP-Verfication-1553,"SRD 1090 test of Duplicate Sample ""error"" on loading due to cassette labels incorrectly containing same Cassette ID",
,,,,Folder,GDP-FLD-169,"SRD 1095 - prevent trash bin full/missing from causing ""Contact Service"" ",
,,,,Verification,GDP-Verfication-1582,"SRD 1095 - prevent trash bin full/missing from causing ""Contact Service"" ",
,,,,Folder,GDP-FLD-170,SRD1101 SRD1082 - cassette repeatedly returned to Imager for identification,
,,,,Verification,GDP-Verfication-1585,SRD1101 SRD1082 - Overview,"Summary - The test verifies SRD 1101, SRD 1082, TFS 3720


 +=================

SRD 1101

Shall correct situation where a cassette with embedded ID within LIMS labels is repeatedly returned to Imager for identification.


 References TFS 3720.


 +=================


 SRD 1082


 Shall fix defect resulting from embedded Cassette ID (Sample ID & LIMS) barcode that results in previously unloaded cassette to be repeatedly brought to Imager for identification. 


 References TFS 3720.


 +=====================

TFS 3720

Unloaded cassette using barcode with embedded Cassette ID left in system can result in situation where it is continually brought out to Imager for identification.


 +=================

Test:


 The TFS identifies a specific sequence that will be followed here.


 Where it specifies 3 cassette types our test uses 4.


 

The test is to confirm that a cassette reappearing in the system after previously being completed, will be detected and rejected (not stuck in endless loop) with a reasonable entry in the logfile.  The test is performed using 4 cassette types


 
	 LIMS (Sample ID) 
	 LIMS (no Sample ID) 
	 Traditional Worklist 
	 Serial Number only (barcode scanner)"
,,,,Verification,GDP-Verfication-1586,SRD1101 SRD1082 - Test,
,,,,Folder,GDP-FLD-171,SRD 1104 Fix defect that results in exception and crash when acknowledging multiples,
,,,,Verification,GDP-Verfication-1601,SRD 1104 Fix defect that results in exception and crash when acknowledging multiples,
,,,,Folder,GDP-FLD-172,SRD 1100 Correct issue where UI appears sluggish due to local printers,
,,,,Verification,GDP-Verfication-1603,SRD1100 Correct issue where UI appears sluggish due to local printers,"Overview:

SRD 1100 says ""Shall correct issue where UI appears sluggish in “General Settings” due to system testing for local printers""


  


 TFS 3723 says ""moved to call to GetLocalPrinters() onto a worker thread.  Calling GetLocalPrinters() results in slow UI behavior giving appearance of a crash. Sometime hard to reproduce maybe just move it to worker thread?""


  


 +==================


 Testing:

The goal is to confirm no sluggishness where it was formerly reported.  As described this is for local printers (no bridge).  The test configuration is:  simulator, USB printer or locally networked printer, and will test printing to Barcode, and traditional (Paper) printers."
,,,,Verification,GDP-Verfication-1604,SRD 1100 Overview,"+==================


 SRD 1100 says ""Shall correct issue where UI appears sluggish in “General Settings” due to system testing for local printers""


  


 TFS 3723 says ""moved to call to GetLocalPrinters() onto a worker thread.  Calling GetLocalPri"
,,,,Verification,GDP-Verfication-1605,SRD 1100 Test,
,,,,Folder,GDP-FLD-173,SRD 1069 System shall consider gripper part-present sensor only if gripper closed,
,,,,Verification,GDP-Verfication-1611,SRD 1069 Overview," 


 SRD 1069

System shall consider gripper (IOQ/IMP) part-present sensor value only if gripper is closed. This change prevent IOQ movement resulting from system attempting to identify a cassette after tripping part-present sensor.


  


 TFS 3695

Manufacturing pointed out their concerns regarding IOQ movement after tripping IOQ Part Present sensor.

The decision was made (Rich, Ed, Bruce) that we would allow the Gripper open state to override the  Part Present sensor.

The change was applied to both the IOQ & IMZ gripper


  


 Reproducing the issue:


 To reproduce - using GDSystem 2.3.1.15  - open the IOQ door, insert key to allow system to be in normal Running mode with IOQ door open.  Using caution and expecting IOQ Z-robot arm movement, use a piece of paper to cover the IR sensor on the IOQ gripper.  If the IOQ is in the lower position it will move upward.  If IOQ robot arm already is in the upper position the QR code reader will flash.


 Test Procedure:


 Using GDSystem 2.3.3.9 or later - perform above procedure.  Observe no IOQ Z-robot arm movement or QR code reader flashing.


   "
,,,,Verification,GDP-Verfication-1612,SRD 1069 Test,
,,,,Folder,GDP-FLD-174,SRD1074 System shall send email on fatal and a second email after fatal is cleared ,
,,,,Verification,GDP-Verfication-1615,SRD1074 Overview,"This test captures SRD1074 and TFS3700


  


 SRD1074

System shall send email on fatal condition and a second email after fatal condition is cleared


  


 TFS 3700 - summarized as:

certain fatal state conditions not sending an email.

For example the following is in logs but no email:


 System is currently fatal: ""Failed to unload dial picker to Bottom incubator imager outside port Contact Service


  


 Test Procedure

Using Instrument (real system) with Bridge, we will inject fatal error at IMP gripper.  We will make sure email gets sent to subscribers of ""System Failure"" notifications on entry to, and exit from, fatal state.


  "
,,,,Verification,GDP-Verfication-1617,SRD1074 Configuration,
,,,,Verification,GDP-Verfication-1614,SRD1074 Test (IMP_LOAD/UNLOAD -6152),
,,,,Folder,GDP-FLD-176,TFS 3622 Truncate character length in email address - Copy and Email Diagnostic Files,
,,,,Verification,GDP-Verfication-1618,TFS 3622 Truncate character length in email address - Copy and Email Diagnostic Files,
,,,,Folder,GDP-FLD-177,SRD 1038 System to not display Out of Bounds when entering incubator temperature settings,
,,,,Verification,GDP-Verfication-1620,SRD 1038 Overview,"SRD 1038


 System shall system not display “Out of bounds” alarm when entering new incubator temperature settings 


  


 TFS 2308

In summary...

ES: 7/7/2017 - LEV, since the Target range is 20 - 45 deg. Allow ""Lower Alarm Level"" to be 19 or/and ""Upper Alarm Level"" to be set to 46 deg. However Target can only be 20 to 45 deg.  


  


 +=============================


 Testing:


 allowable alarms should be 19 to 46 inclusive


 allowable target  should be 20 to 45 inclusive


 We will test


 top and bottom incubator


 high and low targets and alarms


  


 Bottom Incubator:


 Low Temperatures:


 attempt to


 set low alarm outside range


 set low target outside range


 set low target = low alarm (should auto-correct)


 confirm invalid settings do not persist, valid settings do persist (exit, return to the screen)


  


 High Temperatures:


  


  


 Bottom Incubator


  


  "
,,,,Verification,GDP-Verfication-1619,SRD 1038 Test,
,,,,Folder,GDP-FLD-191,SRD 6002 Bridge to Network Share Connectivity,
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1624,SRD 6002 Overview," Bridge Computer to actively test customer network locations for loss of connectivity.    


			  


			    Locations to test   


			    a)  database backup path   


			    b)  LIMS data share paths"
